timestamp,p10,median,p90
2015-07-02,2659.7935,5582.089,8541.471
2015-07-03,3825.9902,6178.556,8811.646
2015-07-04,4319.8154,6522.291,9040.023
2015-07-05,-1734.0107,-411.70215,1751.3323
2015-07-06,4417.075,6414.709,8601.932
2015-07-07,4335.288,6198.823,8390.218
2015-07-08,3827.0947,5813.379,7924.66
2015-07-09,3180.721,5262.1245,7347.8853
2015-07-10,4228.38,6036.721,8054.328
2015-07-11,4526.1216,6384.228,8472.421
2015-07-12,-1234.9634,57.691406,2289.308
2015-07-13,4436.33,6587.9844,8932.917
2015-07-14,4297.1934,6486.0923,8871.797
2015-07-15,3779.0288,6187.688,8573.33
2015-07-16,3121.375,5575.735,8052.19
2015-07-17,3981.4417,6222.911,8547.587
2015-07-18,4545.0615,6460.1064,8520.315
2015-07-19,-1412.4888,-165.48047,1593.9248
2015-07-20,4390.4326,6534.2925,8786.734
2015-07-21,4399.725,6462.5957,8718.886
2015-07-22,3959.1611,6122.0903,8404.896
2015-07-23,3635.6694,5854.971,8085.4644
2015-07-24,3988.4768,6095.7163,8260.278
2015-07-25,4432.207,6407.34,8670.121
2015-07-26,-1370.4429,-149.48633,1779.5378
2015-07-27,4024.3447,6385.557,8825.894
2015-07-28,4102.518,6385.0386,8821.684
2015-07-29,3595.8994,6010.2075,8474.506
2015-07-30,3533.5308,5753.4,8035.968
2015-07-31,3854.5618,6127.949,8263.079
