id,timestamp,target,Customers,Open,Promo,StateHoliday,SchoolHoliday,DayOfWeek
846,2013-01-01,0.0,0.0,0.0,0.0,1,1.0,2.0
846,2013-01-02,6954.0,796.0,1.0,0.0,0,1.0,3.0
846,2013-01-03,8117.0,875.0,1.0,0.0,0,1.0,4.0
846,2013-01-04,8534.0,936.0,1.0,0.0,0,1.0,5.0
846,2013-01-05,5447.0,553.0,1.0,0.0,0,0.0,6.0
846,2013-01-06,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-01-07,15902.0,1262.0,1.0,1.0,0,0.0,1.0
846,2013-01-08,12441.0,1053.0,1.0,1.0,0,0.0,2.0
846,2013-01-09,9971.0,842.0,1.0,1.0,0,0.0,3.0
846,2013-01-10,10156.0,893.0,1.0,1.0,0,0.0,4.0
846,2013-01-11,11399.0,1112.0,1.0,1.0,0,0.0,5.0
846,2013-01-12,5642.0,571.0,1.0,0.0,0,0.0,6.0
846,2013-01-13,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-01-14,6027.0,741.0,1.0,0.0,0,0.0,1.0
846,2013-01-15,7087.0,810.0,1.0,0.0,0,0.0,2.0
846,2013-01-16,6024.0,660.0,1.0,0.0,0,0.0,3.0
846,2013-01-17,6267.0,721.0,1.0,0.0,0,0.0,4.0
846,2013-01-18,8540.0,925.0,1.0,0.0,0,0.0,5.0
846,2013-01-19,5492.0,522.0,1.0,0.0,0,0.0,6.0
846,2013-01-20,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-01-21,9098.0,781.0,1.0,1.0,0,0.0,1.0
846,2013-01-22,10962.0,943.0,1.0,1.0,0,0.0,2.0
846,2013-01-23,9966.0,882.0,1.0,1.0,0,0.0,3.0
846,2013-01-24,9440.0,887.0,1.0,1.0,0,0.0,4.0
846,2013-01-25,9908.0,979.0,1.0,1.0,0,0.0,5.0
846,2013-01-26,5502.0,547.0,1.0,0.0,0,0.0,6.0
846,2013-01-27,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-01-28,6593.0,745.0,1.0,0.0,0,0.0,1.0
846,2013-01-29,6815.0,771.0,1.0,0.0,0,0.0,2.0
846,2013-01-30,6975.0,707.0,1.0,0.0,0,0.0,3.0
846,2013-01-31,8128.0,819.0,1.0,0.0,0,0.0,4.0
846,2013-02-01,9334.0,1007.0,1.0,0.0,0,0.0,5.0
846,2013-02-02,6382.0,600.0,1.0,0.0,0,0.0,6.0
846,2013-02-03,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-02-04,14178.0,1180.0,1.0,1.0,0,0.0,1.0
846,2013-02-05,10501.0,937.0,1.0,1.0,0,0.0,2.0
846,2013-02-06,10438.0,942.0,1.0,1.0,0,0.0,3.0
846,2013-02-07,10775.0,997.0,1.0,1.0,0,0.0,4.0
846,2013-02-08,11856.0,1119.0,1.0,1.0,0,0.0,5.0
846,2013-02-09,5991.0,556.0,1.0,0.0,0,0.0,6.0
846,2013-02-10,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-02-11,7556.0,859.0,1.0,0.0,0,0.0,1.0
846,2013-02-12,8207.0,864.0,1.0,0.0,0,0.0,2.0
846,2013-02-13,6957.0,728.0,1.0,0.0,0,0.0,3.0
846,2013-02-14,7787.0,865.0,1.0,0.0,0,0.0,4.0
846,2013-02-15,7846.0,856.0,1.0,0.0,0,0.0,5.0
846,2013-02-16,5594.0,587.0,1.0,0.0,0,0.0,6.0
846,2013-02-17,0.0,0.0,0.0,0.0,0,0.0,7.0
846,2013-02-18,13467.0,1166.0,1.0,1.0,0,0.0,1.0
846,2013-02-19,9976.0,903.0,1.0,1.0,0,0.0,2.0
846,2013-02-20,10237.0,925.0,1.0,1.0,0,0.0,3.0
846,2013-02-21,8965.0,859.0,1.0,1.0,0,0.0,4.0
846,2013-02-22,10522.0,996.0,1.0,1.0,0,0.0,5.0
